,Row,Vine,Variety,Treatment,Sample.Date,Direction,None,Scorch,Match,Stunt,SC,UnevenL,Dead,BarrenShoot
2056,6,27,Sagrantino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2057,6,28,Sagrantino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2058,6,29,Sagrantino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2059,6,30,Sagrantino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2060,6,31,Sagrantino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2061,6,32,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2062,6,33,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2063,6,34,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2064,6,35,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2065,6,36,Falanghina,control,8/16/23,EC,1,0,0,0,0,0,0,0
2066,6,37,Graciano,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2067,6,38,Graciano,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2068,6,39,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2069,6,40,Graciano,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2070,6,41,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2071,7,3,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2072,7,5,Mencia,Hopland,8/16/23,EC,0,1,0,1,0,0,0,0
2073,7,6,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2074,7,7,Albarino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2075,7,8,Albarino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2076,7,10,Albarino,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2077,7,12,Sagrantino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2078,7,13,Sagrantino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2079,7,14,Sagrantino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2080,7,15,Sagrantino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2081,7,16,Sagrantino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2082,7,17,Graciano,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2083,7,18,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2084,7,19,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2085,7,20,Graciano,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2086,7,21,Graciano,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2087,7,22,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2088,7,23,Ciliegiolo,control,8/16/23,EC,1,0,0,0,0,0,0,0
2089,7,24,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2090,7,26,Ciliegiolo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2091,7,32,Albarino,Bakersfield,8/16/23,EC,0,1,0,0,0,0,0,0
2092,7,33,Albarino,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2093,7,34,Albarino,Bakersfield,8/16/23,EC,0,1,0,0,0,0,0,0
2094,7,35,Albarino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2095,7,36,Albarino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2096,7,37,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2097,7,38,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2098,7,39,Greco di Tufo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2099,7,40,Greco di Tufo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2100,7,41,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2101,8,2,Sagrantino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2102,8,4,Sagrantino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2103,8,5,Sagrantino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2104,8,6,Sagrantino,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2105,8,7,Falanghina,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2106,8,8,Falanghina,control,8/16/23,EC,1,0,0,0,0,0,0,0
2107,8,9,Falanghina,control,8/16/23,EC,1,0,0,0,0,0,0,0
2108,8,10,Falanghina,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2109,8,11,Falanghina,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2110,8,12,Mencia,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2111,8,13,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2112,8,15,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2113,8,16,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2114,8,17,Albarino,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2115,8,18,Albarino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2116,8,19,Albarino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2117,8,21,Albarino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2118,8,22,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2119,8,23,Periquita,control,8/16/23,EC,1,0,0,0,0,0,0,0
2120,8,24,Periquita,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2121,8,25,Periquita,Hopland,8/16/23,EC,0,1,0,0,1,0,0,0
2122,8,26,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2123,8,27,Albarino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2124,8,28,Albarino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2125,8,29,Albarino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2126,8,30,Albarino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2127,8,32,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2128,8,33,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2129,8,34,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2130,8,35,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2131,8,36,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2132,8,37,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2133,8,38,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2134,8,39,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2135,8,40,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2136,8,41,Periquita,Bakersfield,8/16/23,EC,0,1,0,0,0,0,0,0
2137,9,2,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2138,9,3,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2139,9,4,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2140,9,5,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2141,9,6,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2142,9,7,Tinta Amarella,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2143,9,8,Tinta Amarella,control,8/16/23,EC,1,0,0,0,0,0,0,0
2144,9,9,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2145,9,11,Tinta Amarella,control,8/16/23,EC,1,0,0,0,0,0,0,0
2146,9,12,Petit Manseng,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2147,9,13,Petit Manseng,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2148,9,14,Petit Manseng,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2149,9,15,Petit Manseng,control,8/16/23,EC,1,0,0,0,0,0,0,0
2150,9,16,Petit Manseng,control,8/16/23,EC,1,0,0,0,0,0,0,0
2151,9,17,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2152,9,18,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2153,9,19,Teroldego,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2154,9,20,Teroldego,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2155,9,27,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2156,9,28,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2157,9,29,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2158,9,30,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2159,9,31,Tannat,control,8/16/23,EC,1,0,0,0,0,0,0,0
2160,9,32,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2161,9,33,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2162,9,34,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2163,9,35,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2164,9,37,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2165,9,38,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2166,9,39,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2167,9,40,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2168,9,41,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2169,10,2,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2170,10,3,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2171,10,4,Periquita,control,8/16/23,EC,1,0,0,0,0,0,0,0
2172,10,5,Periquita,control,8/16/23,EC,1,0,0,0,0,0,0,0
2173,10,6,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2174,10,7,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2175,10,8,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2176,10,10,Mencia,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2177,10,11,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2178,10,17,Greco di Tufo,control,8/16/23,EC,1,0,0,0,0,0,0,0
2179,10,18,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2180,10,19,Greco di Tufo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2181,10,20,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2182,10,21,Greco di Tufo,control,8/16/23,EC,1,0,0,0,0,0,0,0
2183,10,22,Tinta Francisca,control,8/16/23,EC,1,0,0,0,0,0,0,0
2184,10,23,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2185,10,24,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2186,10,25,Tinta Francisca,control,8/16/23,EC,1,0,0,0,0,0,0,0
2187,10,26,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2188,10,27,Petit Manseng,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2189,10,28,Petit Manseng,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2190,10,29,Petit Manseng,control,8/16/23,EC,1,0,0,0,0,0,0,0
2191,10,30,Petit Manseng,control,8/16/23,EC,1,0,0,0,0,0,0,0
2192,10,31,Petit Manseng,control,8/16/23,EC,1,0,0,0,0,0,0,0
2193,10,32,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2194,10,33,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2195,10,34,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2196,10,35,Teroldego,control,8/16/23,EC,1,0,0,0,0,0,0,0
2197,10,36,Teroldego,control,8/16/23,EC,1,0,0,0,0,0,0,0
2198,10,37,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2199,10,38,Tannat,control,8/16/23,EC,1,0,0,0,0,0,0,0
2200,10,39,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2201,10,40,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2202,10,41,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2203,11,2,Tinta Francisca,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2204,11,3,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2205,11,4,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2206,11,5,Tinta Francisca,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2207,11,6,Tinta Francisca,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2208,11,7,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2209,11,8,Graciano,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2210,11,9,Graciano,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2211,11,10,Graciano,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2212,11,11,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2213,11,12,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2214,11,13,Periquita,control,8/16/23,EC,1,0,0,0,0,0,0,0
2215,11,14,Periquita,control,8/16/23,EC,1,0,0,0,0,0,0,0
2216,11,15,Periquita,control,8/16/23,EC,1,0,0,0,0,0,0,0
2217,11,16,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2218,11,17,Tinta Amarella,Hopland,8/16/23,EC,0,1,0,0,1,0,0,0
2219,11,18,Tinta Amarella,control,8/16/23,EC,1,0,0,0,0,0,0,0
2220,11,19,Tinta Amarella,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2221,11,20,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2222,11,21,Tinta Amarella,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2223,11,22,Falanghina,control,8/16/23,EC,1,0,0,0,0,0,0,0
2224,11,23,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2225,11,24,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2226,11,25,Falanghina,control,8/16/23,EC,1,0,0,0,0,0,0,0
2227,11,26,Falanghina,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2228,11,27,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2229,11,28,Mencia,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2230,11,29,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2231,11,30,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2232,11,31,Mencia,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2233,11,32,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2234,11,33,Ciliegiolo,control,8/16/23,EC,1,0,0,0,0,0,0,0
2235,11,34,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2236,11,35,Ciliegiolo,control,8/16/23,EC,1,0,0,0,0,0,0,0
2237,11,36,Ciliegiolo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2238,11,37,Teroldego,control,8/16/23,EC,1,0,0,0,0,0,0,0
2239,11,38,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2240,11,39,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2241,11,40,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2242,11,41,Teroldego,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2243,12,2,Petit Manseng,control,8/16/23,EC,1,0,0,0,0,0,0,0
2244,12,3,Petit Manseng,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2245,12,4,Petit Manseng,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2246,12,5,Petit Manseng,control,8/16/23,EC,1,0,0,0,0,0,0,0
2247,12,6,Petit Manseng,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2248,12,7,Tinta Francisca,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2249,12,8,Tinta Francisca,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2250,12,9,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2251,12,10,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2252,12,11,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2253,12,12,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2254,12,13,Tannat,control,8/16/23,EC,1,0,0,0,0,0,0,0
2255,12,14,Tannat,control,8/16/23,EC,1,0,0,0,0,0,0,0
2256,12,15,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2257,12,16,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2258,12,17,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2259,12,19,Ciliegiolo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2260,12,20,Ciliegiolo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2261,12,21,Ciliegiolo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2262,12,22,Graciano,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2263,12,23,Graciano,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2264,12,24,Graciano,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2265,12,25,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2266,12,26,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2267,12,27,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2268,12,28,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2269,12,29,Periquita,Bakersfield,8/16/23,EC,0,1,0,0,0,0,0,0
2270,12,30,Periquita,control,8/16/23,EC,1,0,0,0,0,0,0,0
2271,12,31,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2272,12,32,Mencia,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2273,12,33,Mencia,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2274,12,35,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2275,12,36,Mencia,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2276,12,37,Tinta Amarella,control,8/16/23,EC,1,0,0,0,0,0,0,0
2277,12,38,Tinta Amarella,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2278,12,39,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2279,12,40,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2280,12,41,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2281,13,7,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2282,13,8,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2283,13,9,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2284,13,10,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2285,13,11,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2286,13,12,Graciano,control,8/16/23,EC,1,0,0,0,0,0,0,0
2287,13,13,Graciano,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2288,13,14,Graciano,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2289,13,15,Graciano,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2290,13,16,Graciano,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2291,13,17,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2292,13,18,Falanghina,control,8/16/23,EC,1,0,0,0,0,0,0,0
2293,13,19,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2294,13,20,Falanghina,control,8/16/23,EC,1,0,0,0,0,0,0,0
2295,13,21,Falanghina,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2296,13,22,Sagrantino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2297,13,23,Sagrantino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2298,13,24,Sagrantino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2299,13,26,Sagrantino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2300,13,27,Tinta Amarella,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2301,13,28,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2302,13,29,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2303,13,30,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2304,13,31,Tinta Amarella,control,8/16/23,EC,1,0,0,0,0,0,0,0
2305,13,32,Greco di Tufo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2306,13,33,Greco di Tufo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2307,13,34,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2308,13,35,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2309,13,36,Greco di Tufo,control,8/16/23,EC,1,0,0,0,0,0,0,0
2310,13,37,Tinta Francisca,control,8/16/23,EC,1,0,0,0,0,0,0,0
2311,13,38,Tinta Francisca,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2312,13,39,Tinta Francisca,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2313,13,40,Tinta Francisca,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2314,13,41,Tinta Francisca,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2315,14,7,Tannat,control,8/16/23,EC,1,0,0,0,0,0,0,0
2316,14,8,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2317,14,9,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2318,14,10,Tannat,control,8/16/23,EC,1,0,0,0,0,0,0,0
2319,14,11,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2320,14,12,Tinta Amarella,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2321,14,13,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2322,14,14,Tinta Amarella,Hopland,8/16/23,EC,0,1,0,0,1,0,0,0
2323,14,15,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2324,14,16,Tinta Amarella,Hopland,8/16/23,EC,0,1,0,0,1,0,0,0
2325,14,17,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2326,14,18,Periquita,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2327,14,19,Periquita,control,8/16/23,EC,1,0,0,0,0,0,0,0
2328,14,20,Periquita,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2329,14,21,Periquita,Hopland,8/16/23,EC,0,1,0,0,1,0,0,0
2330,14,22,Tannat,control,8/16/23,EC,1,0,0,0,0,0,0,0
2331,14,23,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2332,14,24,Tannat,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2333,14,25,Tannat,control,8/16/23,EC,1,0,0,0,0,0,0,0
2334,14,26,Tannat,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2335,14,27,Greco di Tufo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2336,14,28,Greco di Tufo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2337,14,29,Greco di Tufo,control,8/16/23,EC,1,0,0,0,0,0,0,0
2338,14,30,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2339,14,31,Greco di Tufo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2340,14,32,Sagrantino,Hopland,8/16/23,EC,0,1,0,0,0,0,0,0
2341,14,33,Sagrantino,control,8/16/23,EC,0,1,0,0,0,0,0,0
2342,14,34,Sagrantino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2343,14,35,Sagrantino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2344,14,37,Petit Manseng,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2345,14,38,Petit Manseng,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2346,14,39,Petit Manseng,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2347,14,40,Petit Manseng,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2348,15,3,Tinta Amarella,Hopland,8/16/23,EC,0,1,0,0,1,0,0,0
2349,15,4,Tinta Amarella,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2350,15,5,Tinta Amarella,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2351,15,6,Tinta Amarella,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2352,15,7,Teroldego,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2353,15,9,Teroldego,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2354,15,10,Teroldego,control,8/16/23,EC,1,0,0,0,0,0,0,0
2355,15,11,Teroldego,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2356,15,12,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2357,15,13,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2358,15,14,Falanghina,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2359,15,15,Falanghina,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2360,15,16,Falanghina,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2361,15,17,Sagrantino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2362,15,18,Sagrantino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2363,15,19,Sagrantino,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2364,15,20,Sagrantino,control,8/16/23,EC,1,0,0,0,0,0,0,0
2365,15,21,Sagrantino,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2366,15,22,Mencia,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
2367,15,23,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2368,15,24,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2369,15,25,Mencia,control,8/16/23,EC,1,0,0,0,0,0,0,0
2370,15,26,Mencia,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2371,15,27,Ciliegiolo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2372,15,28,Ciliegiolo,Bakersfield,8/16/23,EC,1,0,0,0,0,0,0,0
2373,15,29,Ciliegiolo,control,8/16/23,EC,1,0,0,0,0,0,0,0
2374,15,30,Ciliegiolo,Hopland,8/16/23,EC,1,0,0,0,0,0,0,0
